material,thermal_conductivity,density,specific_heat,wall_thickness,roof_thickness,length,width,height,orientation,insulation_thickness,window_to_wall_ratio,outdoor_temperature,humidity,solar_radiation,wind_speed,pressure,interior_temperature
eps_insulated_concrete,0.038,1250.0,1100.0,0.347,0.285,11.19,8.9,4.37,37.0,0.045,0.34,-15.3,89.5,961.4,18.4,695.1,10.84
stabilized_earth_block,0.85,1800.0,880.0,0.196,0.369,6.32,9.32,4.48,336.3,0.174,0.14,29.9,18.9,1047.1,2.8,738.3,19.22
timber_frame,0.13,500.0,1600.0,0.496,0.201,9.29,9.47,3.63,43.2,0.064,0.1,15.9,78.0,995.5,16.3,880.7,19.18
timber_frame,0.13,500.0,1600.0,0.364,0.265,8.95,9.83,3.08,263.1,0.045,0.14,-4.3,16.6,658.5,21.9,877.0,17.6
polyurethane_sandwich,0.022,40.0,1400.0,0.528,0.302,3.68,6.46,2.85,241.4,0.094,0.18,9.1,37.2,914.0,19.3,815.8,13.61
burnt_clay_brick,0.77,1900.0,840.0,0.48,0.18,7.09,4.08,3.46,329.1,0.044,0.18,43.3,79.4,613.5,19.7,678.9,35.2
burnt_clay_brick,0.77,1900.0,840.0,0.312,0.3,11.56,7.04,2.61,165.9,0.021,0.09,-23.8,46.9,366.8,12.4,823.0,-5.32
burnt_clay_brick,0.77,1900.0,840.0,0.233,0.377,3.76,6.02,2.72,180.8,0.102,0.07,-5.9,17.8,748.6,18.6,777.5,22.84
burnt_clay_brick,0.77,1900.0,840.0,0.195,0.137,5.48,7.25,3.49,39.3,0.01,0.14,-17.2,19.2,995.1,14.8,700.3,-4.97
timber_frame,0.13,500.0,1600.0,0.151,0.152,8.58,8.01,3.22,36.5,0.147,0.36,-6.2,26.5,885.7,9.3,721.0,17.61
timber_frame,0.13,500.0,1600.0,0.244,0.081,4.67,9.35,3.71,266.1,0.171,0.29,-13.1,64.5,266.6,9.0,791.2,9.23
stabilized_earth_block,0.85,1800.0,880.0,0.433,0.217,3.19,9.82,4.25,61.5,0.152,0.05,-0.3,47.9,101.0,22.0,798.5,21.59
stabilized_earth_block,0.85,1800.0,880.0,0.509,0.262,11.91,8.85,3.5,60.2,0.029,0.08,-3.7,68.9,552.6,18.6,1015.7,13.6
burnt_clay_brick,0.77,1900.0,840.0,0.432,0.161,7.13,8.79,3.03,120.1,0.104,0.28,35.6,77.5,584.4,7.5,818.1,27.53
polyurethane_sandwich,0.022,40.0,1400.0,0.11,0.393,10.71,7.62,2.7,179.2,0.049,0.31,43.1,38.8,844.4,5.7,1001.0,39.25
polyurethane_sandwich,0.022,40.0,1400.0,0.154,0.168,8.64,6.81,4.32,355.4,0.175,0.11,38.7,37.9,431.2,15.1,997.0,26.42
burnt_clay_brick,0.77,1900.0,840.0,0.255,0.093,7.68,5.4,3.69,156.0,0.091,0.39,30.5,33.1,1069.5,13.0,887.9,28.6
eps_insulated_concrete,0.038,1250.0,1100.0,0.44,0.247,5.61,6.91,2.74,175.3,0.013,0.15,6.8,27.4,925.5,4.0,805.1,14.44
stabilized_earth_block,0.85,1800.0,880.0,0.315,0.291,3.01,4.76,3.14,102.0,0.172,0.28,28.8,22.4,186.0,7.5,1018.3,16.53
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.316,0.374,5.62,3.22,4.36,89.5,0.136,0.19,2.9,82.3,993.0,23.1,850.8,26.82
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.382,0.297,5.9,7.05,3.83,71.8,0.027,0.24,-3.9,16.8,666.7,16.1,829.2,16.62
eps_insulated_concrete,0.038,1250.0,1100.0,0.491,0.347,3.86,6.69,3.86,181.4,0.137,0.18,-0.2,47.3,1061.4,12.1,983.3,39.21
stabilized_earth_block,0.85,1800.0,880.0,0.579,0.215,9.8,7.31,3.04,87.4,0.102,0.09,13.0,55.2,393.3,19.1,764.9,15.4
eps_insulated_concrete,0.038,1250.0,1100.0,0.435,0.228,9.87,6.63,4.16,30.5,0.054,0.4,-17.5,57.5,921.9,14.6,890.0,10.3
stabilized_earth_block,0.85,1800.0,880.0,0.161,0.267,7.6,8.02,3.87,185.9,0.112,0.39,-15.5,81.6,739.7,4.7,863.9,14.51
polyurethane_sandwich,0.022,40.0,1400.0,0.595,0.082,7.36,7.81,2.64,0.0,0.121,0.09,-18.2,26.3,573.7,21.0,786.4,7.46
stabilized_earth_block,0.85,1800.0,880.0,0.563,0.176,7.35,4.29,2.89,305.2,0.052,0.26,5.7,62.7,223.2,4.5,609.1,7.81
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.509,0.29,4.54,8.19,3.55,171.4,0.058,0.28,42.1,49.4,767.7,10.4,893.0,38.14
stabilized_earth_block,0.85,1800.0,880.0,0.332,0.34,4.33,4.98,2.65,140.2,0.116,0.06,20.5,62.6,544.5,22.8,749.0,24.78
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.334,0.311,5.49,9.87,3.15,308.1,0.101,0.17,24.4,41.2,162.8,16.7,747.8,25.89
polyurethane_sandwich,0.022,40.0,1400.0,0.382,0.227,10.73,3.98,4.05,237.0,0.185,0.07,33.8,48.7,1062.6,15.5,675.8,23.78
polyurethane_sandwich,0.022,40.0,1400.0,0.564,0.328,7.73,3.91,3.08,343.9,0.07,0.27,3.3,13.6,952.0,4.8,640.5,30.25
stabilized_earth_block,0.85,1800.0,880.0,0.35,0.297,5.91,4.62,4.02,330.2,0.159,0.09,36.7,68.3,484.1,24.4,987.4,25.16
stabilized_earth_block,0.85,1800.0,880.0,0.406,0.117,10.62,3.51,4.0,218.4,0.168,0.37,-2.5,65.9,477.6,24.7,841.0,25.14
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.198,0.237,9.11,4.58,3.96,156.3,0.106,0.33,-19.0,11.9,1059.8,3.3,614.0,14.54
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.547,0.195,6.67,6.83,2.55,66.7,0.146,0.37,20.0,49.7,932.4,14.7,799.0,23.24
burnt_clay_brick,0.77,1900.0,840.0,0.278,0.368,10.68,8.61,3.32,225.2,0.175,0.25,-16.1,51.4,200.9,13.0,621.6,7.44
timber_frame,0.13,500.0,1600.0,0.265,0.152,11.47,9.46,2.93,253.2,0.014,0.36,42.8,16.0,675.4,21.5,991.4,35.48
timber_frame,0.13,500.0,1600.0,0.256,0.278,7.91,9.24,3.62,337.3,0.197,0.28,-22.7,43.7,300.5,22.3,624.9,0.45
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.374,0.315,11.32,7.64,4.24,84.8,0.015,0.38,38.3,66.2,865.6,1.8,1012.0,30.41
eps_insulated_concrete,0.038,1250.0,1100.0,0.399,0.276,3.73,6.86,4.39,97.4,0.008,0.06,10.5,62.0,531.5,8.3,956.9,13.21
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.111,0.098,9.96,8.68,3.52,309.7,0.136,0.31,13.7,14.2,865.7,17.7,780.5,16.02
eps_insulated_concrete,0.038,1250.0,1100.0,0.375,0.117,4.06,7.31,4.3,126.6,0.069,0.37,-8.3,17.4,110.0,10.9,916.1,17.31
timber_frame,0.13,500.0,1600.0,0.384,0.397,3.13,8.04,4.11,27.6,0.025,0.11,-21.9,38.0,755.2,6.9,722.8,0.12
timber_frame,0.13,500.0,1600.0,0.299,0.29,8.91,3.53,4.37,74.1,0.141,0.33,37.8,78.7,543.5,8.3,754.1,26.41
timber_frame,0.13,500.0,1600.0,0.246,0.289,7.74,4.87,3.87,181.2,0.011,0.37,24.4,59.7,379.8,5.9,657.6,29.04
timber_frame,0.13,500.0,1600.0,0.215,0.317,4.9,5.61,4.11,51.1,0.196,0.29,20.5,46.3,214.2,13.0,614.2,23.41
burnt_clay_brick,0.77,1900.0,840.0,0.394,0.176,11.69,3.42,4.19,138.2,0.004,0.18,6.1,28.0,479.3,16.8,823.6,10.45
polyurethane_sandwich,0.022,40.0,1400.0,0.253,0.253,6.13,3.18,3.68,321.5,0.185,0.37,31.7,57.3,857.3,9.2,948.3,18.48
eps_insulated_concrete,0.038,1250.0,1100.0,0.533,0.33,11.36,8.27,4.1,199.2,0.19,0.38,-4.9,89.3,634.8,11.2,902.1,28.9
timber_frame,0.13,500.0,1600.0,0.23,0.387,7.21,9.95,2.9,326.8,0.056,0.29,-5.8,89.9,871.3,8.1,839.9,15.51
stabilized_earth_block,0.85,1800.0,880.0,0.408,0.196,8.93,8.48,4.1,218.9,0.025,0.25,-2.5,31.2,278.8,12.1,784.8,15.49
eps_insulated_concrete,0.038,1250.0,1100.0,0.119,0.195,8.74,6.9,3.26,208.6,0.016,0.36,13.6,86.3,540.4,7.2,930.4,18.61
burnt_clay_brick,0.77,1900.0,840.0,0.535,0.121,8.67,4.03,3.7,17.8,0.023,0.06,22.9,78.8,679.9,2.0,901.3,25.31
stabilized_earth_block,0.85,1800.0,880.0,0.576,0.397,11.78,3.11,4.17,305.8,0.108,0.07,-8.6,18.7,606.9,3.7,632.5,14.83
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.263,0.199,10.4,5.91,3.75,315.3,0.029,0.16,30.2,36.8,508.1,16.6,797.7,21.67
burnt_clay_brick,0.77,1900.0,840.0,0.411,0.131,3.4,9.51,4.31,9.2,0.122,0.33,10.8,72.5,608.2,15.0,744.5,13.26
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.289,0.266,8.91,4.05,4.0,233.7,0.191,0.39,44.5,55.2,1097.8,16.1,908.3,36.72
timber_frame,0.13,500.0,1600.0,0.467,0.351,7.75,3.36,3.39,188.8,0.088,0.14,33.5,33.4,344.0,6.8,922.4,24.38
burnt_clay_brick,0.77,1900.0,840.0,0.215,0.181,11.75,7.85,3.33,344.7,0.082,0.08,14.2,16.1,462.3,12.6,696.7,16.14
eps_insulated_concrete,0.038,1250.0,1100.0,0.215,0.345,11.88,9.48,2.91,327.3,0.135,0.28,17.4,73.7,441.6,3.8,771.6,19.51
timber_frame,0.13,500.0,1600.0,0.592,0.264,8.69,8.41,4.29,315.5,0.003,0.09,-6.6,54.4,1030.1,18.8,653.1,17.8
stabilized_earth_block,0.85,1800.0,880.0,0.517,0.088,4.5,3.51,3.48,190.6,0.078,0.2,-16.1,65.8,341.4,8.0,741.5,8.21
burnt_clay_brick,0.77,1900.0,840.0,0.396,0.277,11.95,3.32,3.95,127.8,0.09,0.19,6.5,76.8,389.3,12.5,656.5,10.86
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.462,0.269,10.38,6.57,2.72,2.8,0.119,0.29,6.7,35.6,276.7,18.3,717.3,9.21
stabilized_earth_block,0.85,1800.0,880.0,0.216,0.238,3.43,6.62,3.5,183.0,0.186,0.15,1.9,70.6,1053.5,2.0,996.9,37.22
polyurethane_sandwich,0.022,40.0,1400.0,0.205,0.246,8.18,7.31,2.61,102.5,0.024,0.15,5.7,80.8,388.5,23.0,1015.3,7.81
stabilized_earth_block,0.85,1800.0,880.0,0.562,0.293,4.27,4.45,4.16,271.8,0.005,0.37,42.2,53.2,899.0,1.2,949.7,38.31
stabilized_earth_block,0.85,1800.0,880.0,0.285,0.17,11.53,5.99,3.33,45.4,0.091,0.37,25.1,83.5,219.9,22.3,807.2,27.13
stabilized_earth_block,0.85,1800.0,880.0,0.532,0.398,9.58,3.82,3.14,28.5,0.159,0.3,-2.1,50.6,376.1,16.1,815.4,21.9
stabilized_earth_block,0.85,1800.0,880.0,0.453,0.181,11.32,6.03,4.36,285.9,0.064,0.34,21.3,80.2,135.6,16.2,603.3,24.48
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.393,0.359,4.98,4.37,3.39,174.4,0.037,0.22,-15.8,60.8,188.7,13.4,903.8,6.12
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.102,0.102,8.02,4.46,2.77,150.5,0.053,0.18,15.9,61.0,584.2,16.8,675.6,21.13
burnt_clay_brick,0.77,1900.0,840.0,0.52,0.36,9.01,6.43,3.72,215.2,0.109,0.15,-9.7,87.0,996.8,19.3,776.2,22.16
eps_insulated_concrete,0.038,1250.0,1100.0,0.263,0.292,4.04,6.25,3.07,40.9,0.139,0.3,29.2,48.7,904.7,12.7,773.0,17.76
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.114,0.166,4.94,8.96,3.26,202.4,0.065,0.29,3.8,74.7,525.2,7.3,622.9,28.68
eps_insulated_concrete,0.038,1250.0,1100.0,0.464,0.189,10.37,5.16,3.26,206.1,0.033,0.12,18.8,85.8,713.3,8.9,854.1,23.94
stabilized_earth_block,0.85,1800.0,880.0,0.575,0.087,6.41,8.46,3.1,127.0,0.153,0.07,-21.6,26.8,635.5,24.6,952.0,6.9
eps_insulated_concrete,0.038,1250.0,1100.0,0.53,0.153,10.21,9.37,3.1,77.6,0.147,0.38,-22.5,11.6,1040.4,3.5,767.1,6.4
eps_insulated_concrete,0.038,1250.0,1100.0,0.121,0.171,3.22,7.42,3.84,12.2,0.15,0.33,1.4,42.1,918.3,22.0,962.0,25.83
stabilized_earth_block,0.85,1800.0,880.0,0.137,0.311,9.86,5.91,2.43,298.9,0.121,0.1,26.5,73.4,294.3,15.5,731.1,29.06
burnt_clay_brick,0.77,1900.0,840.0,0.313,0.318,5.72,6.21,2.61,348.9,0.115,0.18,5.1,27.8,506.3,7.7,719.5,8.04
polyurethane_sandwich,0.022,40.0,1400.0,0.367,0.158,3.15,6.48,3.23,134.2,0.109,0.09,-9.3,88.0,497.3,6.6,755.3,18.94
timber_frame,0.13,500.0,1600.0,0.154,0.179,4.29,7.41,2.58,201.9,0.042,0.38,16.5,16.7,503.2,21.1,819.8,20.65
timber_frame,0.13,500.0,1600.0,0.48,0.099,7.44,5.88,3.96,300.4,0.007,0.29,16.9,79.7,368.1,6.0,836.2,19.03
eps_insulated_concrete,0.038,1250.0,1100.0,0.373,0.18,8.87,5.25,3.89,185.2,0.172,0.4,-19.3,18.4,799.3,10.0,917.9,16.73
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.36,0.119,4.78,9.09,2.64,318.8,0.099,0.27,11.7,21.2,974.2,11.0,603.9,14.78
stabilized_earth_block,0.85,1800.0,880.0,0.318,0.174,11.3,7.74,3.5,221.4,0.074,0.28,-15.1,51.9,304.5,15.7,900.1,6.93
timber_frame,0.13,500.0,1600.0,0.402,0.231,4.9,5.31,3.97,358.6,0.186,0.11,25.1,47.9,417.7,5.3,797.6,27.61
stabilized_earth_block,0.85,1800.0,880.0,0.256,0.14,9.25,6.76,3.1,22.0,0.094,0.1,-0.5,54.7,326.0,16.1,989.7,19.05
burnt_clay_brick,0.77,1900.0,840.0,0.242,0.372,6.84,8.11,3.17,276.1,0.187,0.25,19.9,26.2,692.6,3.5,690.9,22.83
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.231,0.113,10.17,7.11,4.01,118.9,0.154,0.26,-5.6,74.6,971.3,17.0,798.8,22.21
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.101,0.154,4.95,9.51,3.69,51.6,0.095,0.05,-19.6,87.6,237.0,20.4,778.7,-0.04
eps_insulated_concrete,0.038,1250.0,1100.0,0.264,0.24,4.06,6.92,3.19,138.8,0.095,0.16,11.5,52.5,983.3,21.2,1001.3,17.93
polyurethane_sandwich,0.022,40.0,1400.0,0.517,0.308,10.56,6.92,3.43,284.0,0.137,0.25,5.5,37.9,125.3,9.8,795.8,7.97
polyurethane_sandwich,0.022,40.0,1400.0,0.273,0.216,8.55,9.13,4.33,68.8,0.075,0.38,44.7,25.7,461.0,5.7,846.2,33.4
burnt_clay_brick,0.77,1900.0,840.0,0.147,0.198,5.28,9.45,3.67,12.1,0.055,0.22,-21.9,65.6,353.0,16.0,1007.9,-4.99
stabilized_earth_block,0.85,1800.0,880.0,0.532,0.377,11.98,7.43,3.43,170.4,0.175,0.31,31.5,13.1,128.8,22.5,664.3,19.16
polyurethane_sandwich,0.022,40.0,1400.0,0.188,0.352,3.75,8.84,2.65,159.6,0.142,0.16,35.1,32.2,952.6,16.7,909.7,29.73
burnt_clay_brick,0.77,1900.0,840.0,0.519,0.351,5.85,7.97,4.3,211.3,0.189,0.23,40.8,42.3,937.7,17.1,627.3,34.86
timber_frame,0.13,500.0,1600.0,0.174,0.165,4.55,3.31,3.68,247.9,0.082,0.27,33.9,85.3,411.2,14.5,649.4,24.68
eps_insulated_concrete,0.038,1250.0,1100.0,0.384,0.303,8.1,6.24,2.64,32.6,0.146,0.11,16.4,87.3,866.7,19.9,691.4,18.8
burnt_clay_brick,0.77,1900.0,840.0,0.33,0.361,11.49,5.15,3.83,339.4,0.173,0.31,26.7,34.8,479.3,7.9,717.2,28.82
timber_frame,0.13,500.0,1600.0,0.258,0.152,4.69,9.18,2.77,106.2,0.14,0.14,9.3,56.3,448.9,16.4,788.9,12.39
polyurethane_sandwich,0.022,40.0,1400.0,0.444,0.135,11.55,7.1,2.73,204.7,0.199,0.2,20.2,64.6,388.7,9.2,1006.8,24.13
timber_frame,0.13,500.0,1600.0,0.515,0.334,3.82,8.41,2.94,168.4,0.006,0.09,21.1,24.9,239.8,15.1,756.4,24.6
eps_insulated_concrete,0.038,1250.0,1100.0,0.429,0.368,5.9,3.73,3.15,324.4,0.032,0.22,-1.4,82.2,287.1,9.6,668.4,23.93
timber_frame,0.13,500.0,1600.0,0.193,0.087,10.28,6.2,3.61,156.6,0.08,0.34,-7.3,39.9,437.9,17.3,726.1,17.94
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.482,0.368,7.56,5.95,4.03,343.4,0.08,0.06,10.9,83.8,986.6,24.2,996.0,14.29
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.576,0.262,4.26,7.64,4.06,19.4,0.018,0.33,-15.1,37.7,496.0,12.1,876.6,6.52
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.541,0.176,3.72,4.65,2.83,32.5,0.049,0.29,34.2,39.9,577.3,9.3,797.7,24.59
polyurethane_sandwich,0.022,40.0,1400.0,0.297,0.148,7.25,5.63,3.37,87.4,0.183,0.19,-2.7,84.8,499.9,8.9,718.9,21.98
polyurethane_sandwich,0.022,40.0,1400.0,0.465,0.216,6.54,3.5,3.43,266.6,0.117,0.13,17.6,71.4,469.1,9.2,945.8,19.93
timber_frame,0.13,500.0,1600.0,0.4,0.207,3.7,4.61,3.45,15.9,0.06,0.08,1.9,24.4,250.7,8.5,883.6,23.46
eps_insulated_concrete,0.038,1250.0,1100.0,0.117,0.387,6.8,4.14,3.83,300.3,0.093,0.08,23.0,18.1,962.5,20.3,605.1,26.09
burnt_clay_brick,0.77,1900.0,840.0,0.164,0.242,9.18,3.08,3.77,241.3,0.084,0.07,4.7,69.4,216.0,20.4,981.4,23.97
timber_frame,0.13,500.0,1600.0,0.286,0.232,6.02,6.75,3.17,282.8,0.196,0.24,1.8,64.0,250.4,9.1,992.4,25.38
timber_frame,0.13,500.0,1600.0,0.229,0.245,8.53,9.11,3.31,167.3,0.008,0.35,7.2,14.0,699.3,9.9,778.8,12.85
polyurethane_sandwich,0.022,40.0,1400.0,0.248,0.342,7.88,4.25,3.15,6.3,0.065,0.27,16.7,38.6,136.6,18.7,704.4,18.78
stabilized_earth_block,0.85,1800.0,880.0,0.367,0.12,4.3,6.45,4.27,124.3,0.092,0.27,39.3,82.3,1032.3,20.7,839.0,33.89
stabilized_earth_block,0.85,1800.0,880.0,0.138,0.199,4.32,9.84,3.74,317.5,0.076,0.39,-19.5,84.2,849.3,11.1,609.4,0.98
polyurethane_sandwich,0.022,40.0,1400.0,0.228,0.289,10.95,8.86,3.31,41.9,0.038,0.14,-3.8,51.1,954.2,6.9,935.6,21.42
burnt_clay_brick,0.77,1900.0,840.0,0.387,0.149,11.42,4.92,3.85,66.9,0.1,0.07,2.9,24.5,384.9,1.1,687.0,24.72
eps_insulated_concrete,0.038,1250.0,1100.0,0.429,0.168,7.16,8.53,3.73,35.0,0.045,0.3,-9.5,58.9,828.2,15.6,793.5,16.8
eps_insulated_concrete,0.038,1250.0,1100.0,0.417,0.185,6.5,9.51,2.43,122.6,0.069,0.21,7.3,69.4,310.6,17.7,882.7,10.33
burnt_clay_brick,0.77,1900.0,840.0,0.301,0.291,8.14,3.55,3.42,354.6,0.017,0.31,12.1,34.3,850.9,11.8,796.3,15.44
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.412,0.133,6.16,6.02,4.49,8.4,0.195,0.24,9.4,28.8,1021.2,4.2,855.0,12.58
stabilized_earth_block,0.85,1800.0,880.0,0.148,0.15,11.93,7.0,2.78,57.3,0.156,0.31,3.1,42.7,851.3,11.0,851.7,26.56
burnt_clay_brick,0.77,1900.0,840.0,0.485,0.282,8.98,7.81,3.73,229.0,0.1,0.24,-9.2,42.3,856.8,7.9,988.3,19.24
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.562,0.137,5.6,6.73,3.1,167.0,0.034,0.37,1.8,62.2,1074.2,10.8,867.3,38.01
timber_frame,0.13,500.0,1600.0,0.212,0.275,7.53,3.56,3.6,147.2,0.005,0.26,-13.3,60.0,784.4,23.8,609.5,12.4
timber_frame,0.13,500.0,1600.0,0.542,0.289,7.97,9.04,4.19,58.1,0.074,0.36,-12.7,85.0,1021.4,8.7,723.1,12.41
stabilized_earth_block,0.85,1800.0,880.0,0.204,0.228,5.21,7.22,4.48,286.8,0.195,0.23,-17.2,58.3,431.3,23.1,666.9,5.54
eps_insulated_concrete,0.038,1250.0,1100.0,0.461,0.102,9.74,7.77,3.25,187.1,0.094,0.18,29.8,86.6,983.4,13.9,900.6,26.23
timber_frame,0.13,500.0,1600.0,0.424,0.251,3.21,6.37,3.92,105.5,0.08,0.34,28.8,39.1,816.6,13.3,872.8,20.07
eps_insulated_concrete,0.038,1250.0,1100.0,0.494,0.113,10.62,8.31,3.62,285.0,0.144,0.18,21.0,21.4,343.1,12.6,711.1,23.16
burnt_clay_brick,0.77,1900.0,840.0,0.421,0.104,11.09,6.44,2.91,93.6,0.059,0.21,30.1,66.0,668.2,15.3,919.8,21.8
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.361,0.088,10.92,6.94,3.9,110.4,0.143,0.25,-3.7,67.0,773.3,4.7,938.2,21.51
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.173,0.174,6.46,7.46,2.46,76.2,0.061,0.25,-6.8,67.7,845.5,24.9,770.5,13.01
timber_frame,0.13,500.0,1600.0,0.55,0.391,8.79,7.11,3.45,188.4,0.076,0.37,20.4,79.7,582.1,12.6,759.5,25.44
polyurethane_sandwich,0.022,40.0,1400.0,0.573,0.19,5.78,4.57,2.98,280.1,0.158,0.28,-0.0,46.7,1012.7,22.8,952.8,26.52
timber_frame,0.13,500.0,1600.0,0.549,0.317,6.27,3.23,3.72,342.7,0.101,0.15,42.3,77.7,637.7,2.9,935.1,31.03
eps_insulated_concrete,0.038,1250.0,1100.0,0.383,0.159,5.3,8.18,3.85,234.3,0.049,0.29,6.9,13.2,709.1,14.2,638.4,11.26
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.467,0.374,11.16,3.93,3.04,74.8,0.049,0.32,8.4,17.9,981.6,2.2,931.8,11.63
stabilized_earth_block,0.85,1800.0,880.0,0.198,0.117,3.75,4.38,3.54,77.4,0.097,0.25,15.7,78.9,211.5,22.3,926.5,18.56
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.394,0.283,9.8,9.95,2.93,146.6,0.054,0.27,-2.0,48.7,383.8,16.5,711.0,21.99
timber_frame,0.13,500.0,1600.0,0.225,0.168,8.05,5.16,3.32,351.8,0.189,0.22,-2.7,87.9,570.5,4.9,627.5,21.21
eps_insulated_concrete,0.038,1250.0,1100.0,0.436,0.11,10.76,5.4,3.84,296.1,0.039,0.09,-8.8,34.6,405.4,19.4,798.2,16.77
polyurethane_sandwich,0.022,40.0,1400.0,0.25,0.275,8.14,4.08,2.73,275.9,0.157,0.35,17.7,22.6,1056.7,24.5,874.5,20.92
eps_insulated_concrete,0.038,1250.0,1100.0,0.49,0.166,11.4,6.3,4.2,109.3,0.029,0.17,-0.2,69.6,549.7,11.2,765.3,27.46
eps_insulated_concrete,0.038,1250.0,1100.0,0.103,0.381,3.5,5.86,3.76,50.4,0.091,0.15,32.3,26.2,762.1,7.1,949.7,21.66
stabilized_earth_block,0.85,1800.0,880.0,0.261,0.333,5.93,6.92,2.82,77.4,0.101,0.35,-17.5,29.5,425.5,12.5,902.9,3.46
eps_insulated_concrete,0.038,1250.0,1100.0,0.576,0.383,10.03,5.73,4.42,254.3,0.05,0.4,16.0,14.7,156.1,9.2,825.9,18.32
eps_insulated_concrete,0.038,1250.0,1100.0,0.562,0.116,4.21,8.25,3.08,279.1,0.083,0.1,-14.5,33.9,300.0,3.1,703.0,12.15
timber_frame,0.13,500.0,1600.0,0.373,0.291,8.01,8.72,3.85,50.6,0.154,0.35,23.9,69.1,1057.2,9.7,924.5,27.26
polyurethane_sandwich,0.022,40.0,1400.0,0.542,0.139,7.21,6.23,3.1,244.0,0.141,0.14,27.3,11.9,219.2,10.9,766.4,30.8
eps_insulated_concrete,0.038,1250.0,1100.0,0.499,0.346,3.54,9.93,3.18,203.7,0.199,0.39,36.1,36.2,638.8,7.8,740.2,27.05
stabilized_earth_block,0.85,1800.0,880.0,0.467,0.261,11.77,8.46,3.52,287.5,0.169,0.08,39.6,58.8,1092.9,19.0,922.2,28.52
eps_insulated_concrete,0.038,1250.0,1100.0,0.509,0.229,11.0,9.96,2.72,119.0,0.036,0.25,6.8,72.5,839.5,23.8,973.5,10.84
eps_insulated_concrete,0.038,1250.0,1100.0,0.387,0.082,10.45,3.13,2.87,153.8,0.052,0.13,22.2,36.1,557.8,17.0,923.4,26.64
timber_frame,0.13,500.0,1600.0,0.563,0.366,9.43,7.04,2.8,53.4,0.062,0.09,12.3,85.6,139.5,4.1,746.4,14.19
stabilized_earth_block,0.85,1800.0,880.0,0.264,0.181,5.07,4.46,3.04,152.7,0.054,0.38,-9.8,38.4,237.3,22.6,784.6,10.52
eps_insulated_concrete,0.038,1250.0,1100.0,0.113,0.358,10.69,4.46,2.5,157.9,0.04,0.32,16.3,20.0,1069.2,13.2,842.9,24.61
timber_frame,0.13,500.0,1600.0,0.161,0.322,4.08,6.42,3.67,269.9,0.063,0.12,44.0,74.0,459.9,7.1,647.0,34.49
eps_insulated_concrete,0.038,1250.0,1100.0,0.108,0.202,6.78,9.73,2.61,129.7,0.062,0.07,41.2,62.2,329.4,17.8,873.2,31.77
eps_insulated_concrete,0.038,1250.0,1100.0,0.538,0.085,11.68,8.11,4.28,16.3,0.169,0.11,-24.4,51.5,240.2,12.3,616.4,2.14
timber_frame,0.13,500.0,1600.0,0.501,0.357,8.95,5.6,3.27,56.7,0.034,0.38,42.6,69.4,910.3,5.4,969.2,33.62
stabilized_earth_block,0.85,1800.0,880.0,0.493,0.09,4.84,5.83,3.18,302.9,0.124,0.06,-23.2,12.3,570.5,18.6,660.6,0.3
eps_insulated_concrete,0.038,1250.0,1100.0,0.123,0.201,8.39,6.68,2.73,5.4,0.179,0.08,44.2,19.0,575.7,24.6,959.6,31.82
timber_frame,0.13,500.0,1600.0,0.32,0.354,10.28,3.01,3.4,323.8,0.051,0.16,12.8,86.6,768.4,3.3,807.0,15.02
timber_frame,0.13,500.0,1600.0,0.198,0.15,4.17,9.6,2.87,29.6,0.019,0.19,37.1,18.4,326.2,5.4,876.9,29.76
burnt_clay_brick,0.77,1900.0,840.0,0.455,0.228,8.32,6.62,4.47,96.0,0.18,0.16,1.2,21.6,836.4,21.4,914.1,27.02
eps_insulated_concrete,0.038,1250.0,1100.0,0.416,0.334,11.82,3.1,3.73,300.7,0.048,0.19,-24.2,48.5,957.7,5.5,965.2,2.59
timber_frame,0.13,500.0,1600.0,0.303,0.398,7.08,4.84,3.32,268.2,0.131,0.23,-1.4,89.7,286.3,9.2,966.2,20.89
